review,class
"
      I’m not sure how much I can say about this book without ruining it for everyone. It is not my intention to reveal any spoilers or expose any secrets so bear with me as I try to review it without giving anything away. Harry Potter and friends are back for their sixth year at Hogwarts. All of our f...",positive
"
      The title of the book gives away the tragedy that happens in the first chapter, a tragedy that, in most other books, would usually be left until at least some of the characters and back story were known. Then the story moves back in time before the tragic event and then after it with each chapter...",positive
"
      <strong>Good read</strong><br /><br />I liked this book as much as Mama Does Time. I am again looking forward to the southern antics of mama the three sisters.",positive
"
      <strong>Great book</strong><br /><br />I just started this series and I can hardly wait to read the rest of the books. Hope everyone else enjoys them as much as l have so far.",positive
"
      <strong>Makes perfect sense!</strong><br /><br />An amazing read I will never look at food the same in the best possible way. I can not wait to adapt to a new lifestyle. Thank you!!<br /><br />",positive
"
      <strong>Much better than expected</strong><br /><br />White following the basic romance formula, this piece is very well written with good characters and plot twists that keep the reader engaged. I look forward to the next installment.",positive
"
      <strong>Great story and interesting sub narratives </strong><br /><br />Great story and interesting sub narrative. Really helps you experience the time and how America allowed for the rise of Hitler.",positive
"
      <strong>Good read</strong><br /><br />Really enjoyed the book. Can't wait for the next one to be published. Will read her other books for now",positive
"
      I freely admit, I had to read this one with the lights on...in every room in my flat or in broad daylight. Yes, I'm a fraidy cat and there isn't one Stephen King book in my extensive collection because I am a fradiy cat. That being said, I can't pass on any Lexxie Couper book; so the lights were...",positive
"
      <strong>Surely inspirational and moving book about people reaching out to help another being without knowing who they are except another Bostonian.Sometimes the greatest tragedy brings the best in people and this book captures the true ""Boston Strong""</strong><br /><br />Great book highly recommend it_shows how good people c...",positive
"
      Year of Ravens is a unique look at Boudica's rebellion against Rome. Seven different authors have told the story through seven different lenses, so you get the grit of battle from the perspective of a Roman warrior, the magic of the isle of Mona as told by a young druid, and the aftermath of the...",positive
"
      I really enjoyed reading “Simon” by Michael Mullin I thought it was excellently written with very clean editing (I notice things like that!) and kept my attention from the dramatic opening to the bittersweet end. I read it relatively quickly and loved the characters and the fresh twist that the a...",positive
"
      It's a toga dropper!<br />Arthur Griffin’s, “The Lusty Adventures of Theseus”, is exactly what the author promises. This retelling of the Theseus myth casts the ancient Greek bastard prince as a wayward lad in search of himself. Theseus personal growth is aided with the help of lusty, worldly Pirithuou...",positive
"
      Desperately Seeking Epic……. I’m desperately seeking another box of tissues and a glass of wine! This isn’t my first book with BN Toler. In fact, Where One Goes is one of my all time favorites so had high expectations going into this and she most definitely didn’t disappoint me. <br /><br />Neena is 12-year-o...",positive
"
      <strong>Interesting</strong><br /><br />Enough but lagged in the end. Too much about the court scenes and not enough real meat to the story. I don't like being left hanging at the end,so will not bother with any more of the series.",positive
"
      Such an amazing book, I was wanting to reread it a month after i finished it",positive
"
      Not a huge fan of graphic novels but this was laugh out loud funny.",positive
"
      Loved it",positive
"
      My Thoughts<br /><br />I watched The Bachelor and The Bachelorette when Emily was on and I remember her being my favorite. I was pulling for her and hoping she would find love both times and was sad when things didn’t work out for her. So, when I saw this book I was so excited to read and review it!<br /><br />I wasn’t...",positive
"
      Absolutely fantastic narration elevates this thriller into a good solid 4.5 star listen. The story itself is perhaps your standard thriller fare (decently written but nothing to shout from the rooftops about), but it's worth the listen if you like audiobooks. Really well done.",positive
"
      Best bio I have read in a while. Loved it! Can't imagine living a life so full. And... It's a great love story.",positive
"
      Taylor Boothe 8-Red pg240 Book Review 7<br /><br />""The story of my life"" was one of the most inspiring things you will ever read. ""The Story of my Life"" is an autobiography by Helen Keller. It's always interesting to see what goes on in someone's life and their point of view. I also loved the way she uses a...",positive
"
      Intense.",positive
"
      new babes<br />",positive
"
      Beautiful. Broken. Heart-wrenching. And ultimately, Hopeful.",positive
"
      A Splendor of Letters is an informative, entertaining and ultimately downright inspiring paean to books. Four stars Not the least of the book's merits is that it's like a friend telling you about stuff you'll want to read about- see The Club Dumas, my next read.",positive
"
      Insightful and actionable. Not entirely new information but good to hear it again.",positive
"
      Steve Martin is one intense guy.",positive
"
      <strong>Unputdownable</strong><br /><br />A very enjoyable read, an old story made believable. Each character came to life . once again Nora Lofts proved her gift.",positive
"
      great book. I used to live in the area for a few years and reading this book reminded me of the great things in the area.",positive
"
      Loved Rosemarie's voice. A very worthy read-- from the author who was front center at George Magazine &amp; the assistant to John Kennedy Jr. Heartfelt, honest,--funny and heartbreaking-- One could relate to having work days named ""opposite day"" &amp; ""because I said so"" day; ---the boss is not p...",positive
"
      <strong>Great job!</strong><br /><br />I gave 5 stars because I couldn't put it down. I like the characters especially Conrad. I'm a big fan of the author and love her style.",positive
"
      <strong>I laughed so hard I cried!</strong><br /><br />OMG!!! This book is exactly what I needed! It was hilarious, light hearted and much fun to read! Olivia and Oren make such an awesome couple! I love the relationship Olivia has with her dad and her bff Scout!!!! Five stars for sure",positive
"
      <strong>Reminiscent of ""Room""</strong><br /><br />A dysfunctional family and their mysteries, explored by an 11-year-old boy who loves them fiercely yet suspects there's a dark background to his family's life in the basement. Bizarre, complex characterizations and a surprising plot. A worthwhile read.",positive
"
      Full of laugh out loud and swoon worthy moments. I absolutely loved Matt! Such a manwhore but commits when he knows what he wants. You don't have to read the Bliss series to read this book but if you're like me and love to know the other characters' stories, I would recommend reading those first....",positive
"
      Only one word: <br />AMAZING!!!!!!!",positive
"
      Very basic, but a good summary of many aspects of politics",positive
"
      Read it for school, looking forward to talking about it with some of the older students.",positive
"
      One of my favorite comprehensive vegetarian cookbooks.",positive
"
      The incredible story of this curious traveler coming from Grenada who was captured by Pirates and sold to the Pope became his geographer.",positive
"
      This was on the reading list for the history part of my German Studies degree. Quite an eye opener and written in a way laymen like myself could appreciate.",positive
"
      This was was book chosen for the Ann Arbor Reads. <br />The life of several immigrants from Latin America trying to make it in America. It was not a hopeful picture. <br />",positive
"
      Another entertaining and fun read.",positive
"
      I received this ARC in exchange for an honest exchange.<br />4.5 New Leaf Stars<br /><br />Oh my goodness! Where to start? Faking It has to be one of the funniest, sexiest reads I’ve read so far this year. I found myself laughing out loud and snorting so many times while reading this book. “I’m going to get a top-...",positive
"
      Excellent, excellent novel! Very enjoyable and hard to put down.",positive
"
      This book was fantastic. I really thought she was becoming crazy.",positive
"
      I loved this book so much! it was heavy in ots content and made me feel the panic and sorrow on the protagonist and all the kids in the panopticon. However, it was readable and I skimmed through it easily. I loved this book so much.",positive
"
      <strong>I really enjoyed this book</strong><br /><br />So I started reading this on a whim, got into the book very easily and enjoyed the story very much.",positive
"
      <strong>Good read</strong><br /><br />This book was hard to put down with so many twists and turns. I'm usually able to figure out who the villain is early on in a book but not this one. Really enjoyed it.",positive
"
      Marcus Sakey's third book, Good People comes at the perfect time on the American landscape. With so many people facing economic challenges, it's easy for readers to put themselves in the shoes of Chicago yuppies Tom and Anna Reed.<br /><br />The Reeds work good jobs, own a two-family home, live in a good nei...",positive
"
      I received this book as an ARC in exchange for an honest review (Thank you!).<br /><br />Now that she’s running from the pharmaceutical company that’s up to no good, Kelly needs Kyle’s help. Kyle has secrets and Kelly needs to know all the facts. Will they be able to help each other, or will Kyle’s defenses...",positive
"
      Title: MY ASSASSIN<br />Series: Middlemarch Shifter<br />Destination: Book 4, Stand Alone, <br />Author: Shelley Munro <br />Reviewer: Ingrid Stephanie Jordan <br />Genre: #Paranormal #Feline #BlackPanther #Chameleon<br />My Score: <br /> Book 10 Stars <br /> Series 100 Stars <br /><br /><br />Icelantic serious problem everytime I read the next book it's better...",positive
"
      this series just keeps getting better with every book. hot!",positive
"
      I'm not known for crying, but this book made me sob like a little baby. Never done that before.",positive
"
      Interesting from start to finish. I loved the adventure and the time traveling and the characters as well. I especially loved Nixie's relationship with her father. Once I got half way through the book I had to finish it. I needed to know what would happen. <br /><br />Overall it was a really good read.",positive
"
      Every so often a book comes around and heals your soul from wounds you didn't even know you had.",positive
"
      Wonderful book!!!! <br /><br />Full review coming soon.",positive
"
      Worthy of the name ""Sandman.""<br /><br />Absolutely brilliant!",positive
"
      Oh my, this is a toughie. Just read it, with tissues, and go hug someone you love. Thank a good person for being good while you're at it.",positive
"
      Laugh out loud funny but will be out of date 2 years from now",positive
"
      <strong>Mixed feelings but waiting for book 3</strong><br /><br />This story was very sad to what happened to the dragons but during the story it was funny from how some of the things I could relate to. The ending was really not an ending more like pause and wait for book 3 to continue again type feeling. I will be looking f...",positive
"
      Loved it. Was a great follow up book from Crazy Rich Asians and cannot wait to see what Kevin Kwan comes up with next.",positive
"
      We are really enjoying this series.",positive
"
      <strong>So good</strong><br /><br />Could not put it down -- well written -- good twists and turns -- and very entertaining :) :) ;)",positive
"
      Delightful character study. Oddly a charming love story filled with suspense and a bit of gore. Hoping for a sequel.",positive
"
      wow! this was hot! was not expecting the ending. it will be interesting to see how this series ends.",positive
"
      <strong>Great Read!!!</strong><br /><br />I really liked this book. It was a funny yet serious thriller. It was a page turner with a surprise ending.",positive
"
      <strong>Quite entertaining!</strong><br /><br />Loved that the author did some historical homework before putting the plot on paper. I learned some things. This is fast paced and the story drew me in quite easily, I couldn't put it down.",positive
"
      Nicole is left an estate on Starfish Island by an aunt that she's never met. Yet she's hearing voices while she sleeps, encounters locked doors and staff who fight her on every turn. Can Nicole discover who is trying to force her out of her home before her world comes tumbling down?<br /><br />After reading...",positive
"
      I enjoyed this book. No! it was not comparable to Gone Girl however, it definitely had its cray cray factor. I could have passed on the lengthy background of Jodi's childhood abuse. I felt that the villain got what he deserved in the end.",positive
"
      I thought the cover was rather fantastic and this was further emphasized when I read the story. The story also appealed very much to me as an older reader as it further emphasized the point that it is never too late to re-start your life (especially to uproot yourself) into completely new surroun...",positive
"
      it was amazing,The best book I ever read ,I adore it <br />Gill Lewis is the best",positive
"
      4.5 stars!!",positive
"
      Good book. The story line was good. Kept turning the pages to find out who destroyed Ryley's &amp; Evan's future together. My heart was hurting a little bit more for Evan as the days go by where Ryley didn't give neither of them an answer.",positive
"
      A fine story of struggle and family and forgiveness",positive
"
      Perfect book for early twenties. The characters are vivid and real. This book portraits the tough life but still let readers believe in the core part of our souls.",positive
"
      The story revolves around the protagonist Arjun , who falls in love with her colleague Anita,<br /> Anita is a software tester , she is into marketing and promotions.<br />She had just moved into Chennai after her Bachelor degree in Engineering in Pondicherry . She was unsettled in terms of residence and was...",positive
"
      <strong>A good fast paced read</strong><br /><br />A great book, I love her characters , they are just fantastic. I would recommend this series of books to all my friends.",positive
"
      <strong>Excellent read!</strong><br /><br />Victoria captures you from the moment you begin cheering for Mare to the final page. I am losing sleep waiting to get my hands on Glass Sword!",positive
"
      <strong>Excellent book. </strong><br /><br />Couldn't put it down. Can't wait for the next instalment of DI Dixon and his trusty sidekick Jane. Each book gets better and better.",positive
"
      ""Escaped the Night” by Jennifer Blyth was one of the most unexpectedly awesome books I’ve read in a while. To be totally honest, at first I wasn’t sure I’d like it because I had a hard time figuring out what it was about from the description, and I’ve been a bit burned out on paranormal lately (*...",positive
"
      This book is worth all the hype. I can't put into words why, but I identify so much with the narrator.",positive
"
      4 Stars. I really enjoyed this series. I wish the epilogue was a little more in depth.",positive
"
      Great graphic novel for young teens, relationships and friendships set during a school production. I can she who so many of our junior students love this. I really likes the illustrations, as well as they story.",positive
"
      I Loved it!!!!!!!",positive
"
      4.5 stars<br />honestly this is the first book I’ve read on this subject and it is such an important concept! I’m literally wondering how I’ve made it this far without reading something like this before now. It felt so good to hear about how others cope with various situations in life, and in that way...",positive
"
      <strong>My appreciation of San Francisco...</strong><br /><br />...has grown after reading this awesome novel! I couldn't put it down. Now, getting ""More Tales of the City."" It's addicting!",positive
"
      4-4.5 stars.",positive
"
      This Bible study covers the last 27 chapters of Isaiah in eleven weeks. As the class leader, I found this study to be a bit intense, especially given my day job and my responsibilities as a family man. Precept Ministries holds to premillennial eschatology, and they interpret portions of Isaiah th...",positive
"
      قراءة جميلة .. مع هذه القصة<br />تشعر بأنها حقيقية جداً",positive
"
      I flew through this book and loved every second of it. It made me laugh and cry. This is one of those books that will stick with you for a long time. I immediately recomended this book to my sister who loved it as much as I did. We still talk about the plot and the characters all the time and it'...",positive
"
      الاميرة عائشة <br />انهيت الرواية منذ ساعات ، وما زلت منبهرة بالابداع ، رقي في الكلمة ، حبكة في القصة ، بين الماضي والحاضر ، عالم من الجمال والاثارة والتشويق ، رواية تحبس الانفاس الى نهايتها ، وما زلت مشحونة بجوها الواقعي الخيالي ، رسائل مميزة وحزن ع الماضي والحاضر ، ومحاولة لرفع الهمة وازاحة الأنا . ب...",positive
"
      Sách hay, rõ ràng, dễ hiểu. Sách giúp ta định hướng việc rèn luyện từ việc quan sát hàng ngày đến tư duy lý luận.",positive
"
      Even a private investigator can find himself on the wrong side of the law, or at least this is what appears to be happening to Damien Dickens when a a woman he had taken on as a client ends up dead. Tobacco heiress Celine Southerland is dead and the chief suspect appears to be Damien Dickens. Thi...",positive
"
      This title was a Short List selection for the 2016 Horror category.<br />For a complete list of winners please visit <a target=""_blank"" href=""http://www.ala.org/rusa/awards/readinglist"" rel=""nofollow"">http://www.ala.org/rusa/awards/readin...</a>.",positive
"
      One of the most cited numbers of the American Civil War is the amount of casualties which occurred in the entirety of the conflict. While the number of casualties throughout the war is important, one of more unanswered questions in people’s minds are “what happened to all of the bodies after the...",positive
"
      Loved it. Duke is looking to to buy Elpitha island to turn into a resort shortly after arriving on the island he meets the owners granddaughter Gabriella who has been instructed to be his tour guide. Can she put Duke off her family's island that she loves. Can Duke persuade his business partners...",positive
"
      <strong>Important book with tools to help change your life</strong><br /><br />Habits are the cornerstone to making lasting, effective changes in your life. This book explains the mechanic behind the ""why"" and outline the ""how"" to making those changes.",positive
"
      This is an excellent children's book! The illustrations are fantastic and the oveall message of belonging is helpful to young readers.",positive
"
      This title was a Short List selection for the 2016 Horror category.<br />For a complete list of winners please visit <a target=""_blank"" href=""http://www.ala.org/rusa/awards/readinglist"" rel=""nofollow"">http://www.ala.org/rusa/awards/readin...</a>.",positive
"
      Bien écrit, on aurait dit qu'on me racontait les raisons pour lesquelles je devrais être fière de ma langue.",positive
"
      I suddenly have a whole new love for the letter O!!! The Big O is the perfect mix of humor but also a lesson in learning to love yourself flaws and all. <br /><br />“Let’s be honest, and set the stage of my real life situation. I’m twenty-four, a first grade teacher, have a Yorkie named Pedro, a goldfish nam...",positive
"
      Fantástico. E está tudo dito.",positive
"
      A gorgeous hardcover cookbook, Tasting Rome had me within its first few pages. Filled with mouth-watering dishes, beautiful photographs, and write-ups about Rome both past and present, I fell in love with this book at first glance.(just the picture of a gelato stand was making my mouth water.)<br /><br />A c...",positive
"
      Super funny and I love all the pictures.",positive
"
      This title was a Short List selection for the 2016 Horror category.<br />For a complete list of winners please visit <a target=""_blank"" href=""http://www.ala.org/rusa/awards/readinglist"" rel=""nofollow"">http://www.ala.org/rusa/awards/readin...</a>.",positive
"
      Even a private investigator can find himself on the wrong side of the law, or at least this is what appears to be happening to Damien Dickens when a a woman he had taken on as a client ends up dead. Tobacco heiress Celine Southerland is dead and the chief suspect appears to be Damien Dickens. Thi...",positive
"
      **** 4 out of 5 Stars<br />Review by: Mark Palm<br /><br />In The Family...<br /><br />If you want to see me bolt like a vampire from a wooden stake, call a novel “Psychological.” I lay the blame for this a a former Literature professor who had an unusual fondness for psychological analyses of books, along with a belief that...",positive
"
      My notes say that this book had lovely description. It is a children's book. The movie Secret of Moonacre is based on it.",positive
"
      LOVED this book. The perfect example of the unreliable narrator takes us through his highly unconventional life as a thief.",positive
"
      This title was a Read-alike selection for the 2016 Horror category.<br />For a complete list of winners please visit <a target=""_blank"" href=""http://www.ala.org/rusa/awards/readinglist"" rel=""nofollow"">http://www.ala.org/rusa/awards/readin...</a>.",positive
"
      Ο ντετέκτιβ Ντάριο Γκρούμο ζει στο Μπάρι, έχει ελάχιστους πελάτες, τον λες και εξαθλιωμένο. Ζει στην άκρη της ζωής, ακριβώς όπως οι πόρνες του λιμανιού. Ώσπου οι ουρανοί ανοίγουν και του έρχονται δύο υποθέσεις... από το πουθενά! Μήπως όμως θα ήταν καλύτερα οι ουρανοί να σφύριζαν κλέφτικα; Δύο δια...",positive
"
      <strong>Love this book</strong><br /><br />So funny great read brought the whole series I'm going to tell all my friends love the family obsession with food and the loyalty",positive
"
      Amazing book. One of the best while it comes to telling the story of migrants with lots of dreams to their life. Najeeb had lots of dreams when he flew to Saudi Arabia for getting a job. His mother, wife, unborn son/daughter, everyone was his inspiration to go to Saudi and start a new life. But w...",positive
"
      <strong>Banger</strong><br /><br />Very good book. I can't wait for part two cause I have to see how this plays out and everything.",positive
"
      What can I say about The Haunted Heist, that has not been said already? Is this book amazing? Yes! Does it make you want to keep reading without putting it down? Yes! Does it make you laugh out loud, cry, cringe and feel everything that is happening in the book? YES! In short this book is everyth...",positive
"
      4.5-star read",positive
"
      Probably my new favorite book.",positive
"
      <strong>Awesome start</strong><br /><br />This is an awesome start for a series. It is sweet. I also like the development of the characters. Especially the main one, he is very sweet and too smart for his own good. I hope the second book comes out soon. I will be keeping an eye out for it.",positive
"
      keeps you hooked all the way through and keeps you guessing.",positive
"
      <strong>Amazing.</strong><br /><br />I'm a die hard Cassandra Clare fan and this may be her best book yet. I can't even express the level of good this thing is.",positive
"
      Depressing but ultimately uplifting.",positive
"
      <strong>Four stars</strong><br /><br />There is not a lot you can say about After Anna without giving anything away. An interesting premise is the centerpiece of this well written novel. My only problem is there isn't a single truly likeable character to be found. Enjoy.",positive
"
      This was a short story but it had a lot in it. It was well written and fun to read. I actually want to read more about Rhianna and her family.",positive
"
      Reprinted as ""Misquoting Jesus: The Story of Who Changed the Bible and Why""",positive
"
      <strong>One Click Right Away </strong><br /><br />A definite must read. Great story that hold your interest from the first word until the last. Very believable and lovable characters. The perfect love story excellently written. This book comes alive as you read it , you picture it. It will have you smiling , chuckling , and...",positive
"
      From the prologue to the past page, I found myself smiling continually at the very witty Miss Wrong and Mr Right. Robert Bryndza brings a wonderful turn of phrase to some of this characters, and Natalie's Hungarian gran is a real tonic, and one of my favourite characters. <br /><br />Natalie's gran, is writt...",positive
"
      <strong>Funny and true</strong><br /><br />A lot of the stories in this book are common sense. But there's a light, humorous tone all mothers appreciate because we've all been there.",positive
"
      Great book. Love Lenora Worth's writing. She's a great story teller, one that you'll fall in love with the characters, well written and fast paced.",positive
"
      Possibly 3.75, but we'll leave it as 4 stars for now :D",positive
"
      <strong>Loved!</strong><br /><br />I can't wait I read the next part of the story with Colton and Sophie!! Sophie and Colton forever",positive
"
      This is a story of a prominent butler, known by the name of Mr. Stevens, who worked for a lord for 30 odd years and after is the lord's death is now working for an American chap. It is set in Oxfordshire, England in 1956. Mr Stevens' current employer, Mr. Faraday, going away on a trip to America...",positive
"
      Intrepid crime reporter gets involved when her boss’ nanny turns up dead.<br /><br />Bailey Weggins, freelance reporter, lives in New York City, has good fashion sense and a job at Gloss Magazine that’s too good to be true. So when her boss and friend, Cat Jones, calls her early one Sunday morning to say tha...",positive
"
      4. 5 Stars<br /><br />I can't believe its been under a year since I was first introduced to Polwenna Bay, and now this is book 4, and the series shows no signs of slowing down, in fact I'd argue it keeps improving, with each book having a completely different theme to it, as well as a different member of the...",positive
"
      I read this a long time ago! the plot got stuck in my head but I couldn't find the name and it has been on my read shelve all alone...",positive
"
      My book group read this in February and it was one of the only books on which we all agreed. I really enjoyed this book. I thought it was an interesting premise and although other books have been written about hostage situations, this one wasn't all about shooting things and high action. Instead...",positive
"
      I do not give five stars easily, but this book deserves twenty-hands down one of my favorites. I read it in two days and actually had to ration it because I didn't want it to end. I spent the last forty pages sobbing and actually had to stop reading at one point because I was crying too much to s...",positive
"
      What a fabulous radio adaption. One of my favorites. The acting was superb. Highly recommend.",positive
"
      I loved how creepy and atmospheric this book was!<br />Excited to continue the series!",positive
"
      BUY ME 1<br /><br />Wow....This was my first menage by this author. And I loved it.<br /><br />It was perfect. And hot. Alphas as always obsessively stalkerish. But that's one of the reasons why I'm coming back for more.<br /><br />Another reason is, I'm always drawn into the stories fast. There’s not time to be bored. The storylin...",positive
